,Title,Body,Stars,Rated,Date Posted,Time Posted,Name,userId,Clean_Text_Body
585,Fantastic service,"Fantastic service - clear, fast and reliable.  Thank you AARDY.  Highly recommend.  Lisa",5, Excellent,7/29/2020,14:15,Elizabeth Hillenbrand,6,fantastic service clear fast reliable thank aardy highly recommend lisa
586,Very helpful chat service.,-,5, Excellent,7/28/2020,14:29,Rebecca,6,
587,Tina was helpful in every way by…,Tina was helpful in every way by answering our questions succinctly and clearly. She was very knowledgeable as well as sought the best price for our needs.  We especially appreciated her kind and caring manner and her easy laugh.  She made this a fun and satisfying experience. Thank you.,5, Excellent,7/27/2020,19:15,Donna and Angie,6,tina helpful way answer question succinctly clearly knowledgeable sought best price need especially appreciate kind care manner easy laugh fun satisfy experience thank
588,WE WERE A LITTLE CONCERNED ABOUT BUYING…,WE WERE A LITTLE CONCERNED ABOUT BUYING TRAVEL INSURANCE. EVEN THOUGH WE TRAVEL A LOT WE HAVE NEVER FELT THE NEED TO PURCHASE BUT WITH THE WORLD IN CRAZY MODE WE THOUGHT THIS WAS THE YEAR TO DO IT. WE CALLED TO ASK A FEW QUESTIONS AND AFTER GETTING THE ANSWERS WE WENT AHEAD AND MADE THE PURCHASE. OUR AGENT COULD NOT HAVE BEEN ANY NICER AND SHE WAS ABLE TO TAKE CARE OF EVERYTHING. WE RECEIVED OUR DOCUMENTS IN A MATTER OF MINUTES AFTER HANGING UP THE PHONE.,5, Excellent,7/27/2020,19:05,customer,6,little concerned buying travel insurance travel lot felt need purchase world crazy mode think year call ask question get answer go ahead purchase agent nicer able care receive document matter minute hang phone
589,This was the easiest process I’ve ever…,This was the easiest process I’ve ever been through! THANKS!,5, Excellent,7/26/2020,20:50,Mobvalley ,6,easy process  thanks
590,your professional staff helped us…,your professional staff helped us promptly,5, Excellent,7/26/2020,1:29,customer......Shreekant Ganpule,6,professional staff help promptly
591,Wonderful service,"Wonderful service. Very affordable. Staff provide excellent customer service and support. I am glad I finally found your company. I have wasted money before on overpriced protection that doesn’t really cover for unforseen events. I had many questions prior to purchasing the policy and all have been answered to my satisfaction. I will be recommending your services to all my friends and family. I am truly impressed which is often difficult because, in this world there are many businesses that simply don’t care about their product or service after collecting funds but yours is different. Thank you!",5, Excellent,7/25/2020,23:33,Elvira Samardzic,6,wonderful service affordable staff provide excellent customer service support glad finally find company waste money overprice protection  cover unforseen event question prior purchase policy answer satisfaction recommend service friend family truly impressed difficult world business simply  care product service collect fund different thank
592,Customize?  That was new to me.,"Look, I am just trying to get the ""necessary"" coverage I want for my trip.  Many companies offer a package deal and you either buy it or not.  With Aardy, I had a number of choices and they allowed me to customize my preferences.  The result is that I got the coverage I need, at a price that was affordable from a company that has a good reputation.  How good is that.  Tina took her time and ensured that I knew all of the nuances of the contract.  She did a great job.  I recommend Aardy and will use them again in the future.",5, Excellent,7/24/2020,18:08,Steve Day,6,look try  necessary  coverage want trip company offer package deal buy aardy number choice allow customize preference result get coverage need price affordable company good reputation good tina take time ensured know nuance contract great job recommend aardy use future
593,Very professional and extrem,Very professional and extremely patient customer service.  Reasonably priced as well. I was quoted a price which was twice as much with another company.,5, Excellent,7/24/2020,14:00,customer,6,professional extremely patient customer service reasonably price quote price twice company
594,Tina was very cordial,Tina was very cordial. She was thorough and answered all my questions.,5, Excellent,7/24/2020,0:12,REV,6,tina cordial thorough answer question
595,Fast Friendly service,Fast Friendly service!  Very knowledgeable,5, Excellent,7/23/2020,15:36,F G 3,6,fast friendly service knowledgeable
596,Agent was very helpful in recommending…,Agent was very helpful in recommending best plan for me.,5, Excellent,7/23/2020,14:28,Connie C,6,agent helpful recommend best plan
597,Great customer service,Great customer service.  Easy to contact and actually speak to a person.,5, Excellent,7/22/2020,21:50,customer,6,great customer service easy contact actually speak person
598,Personal attention to my questions and…,Personal attention to my questions and excellent explanations that helped us make the decision the next day.,5, Excellent,7/22/2020,14:19,Godwin Matata,6,personal attention question excellent explanation help decision day
599,Alyce assisted me in purchasing the…,Alyce assisted me in purchasing the travel insurance I needed for a trip planned to South Africa next year. She was so helpful and clarified the provisions of the policy. I highly recommend!,5, Excellent,7/22/2020,14:03,customer,6,alyce assist purchasing travel insurance need trip plan south africa year helpful clarify provision policy highly recommend
600,Agent answered all our questions.,-,5, Excellent,7/22/2020,13:39,customer Charles P,6,
601,Aardy.com was easy to use,"Aardy.com was easy to use.  Thank you for such a wonderful website, with so much information to navigate travel insurance language and terms.  David.",5, Excellent,7/22/2020,1:00,customer,6,aardycom easy use thank wonderful website information navigate travel insurance language term david
602,Can’t go wrong,You made it so easy for us to pick the right travel insurance that met our needs perfectly.,5, Excellent,7/21/2020,22:23,Susan Stewart,6,easy pick right travel insurance meet need perfectly
603,This was an easy and clear purchase,This was an easy and clear purchase. I contacted CHAT which clarified any questions I had so that I could go ahead and buy the policy with no confusion.I'm traveling with friends and will recommend your site to them as well,5, Excellent,7/21/2020,18:59,customer,6,easy clear purchase contact chat clarified question ahead buy policy confusioni travel friend recommend site
604,Excellent service and prices.,-,5, Excellent,7/21/2020,16:33,Anna ,6,
605,Tina was very helpful,"Tina was very helpful, she answered all my questions & gave me great price. We can now look forward to our vacation with ease! Thank you!!!!",5, Excellent,7/21/2020,16:12,Edward N. Bye Jr.,6,tina helpful answered question give great price look forward vacation ease thank
606,Denise weRe very helpful and pleasant.,-,5, Excellent,7/20/2020,19:45,Roberta,6,
607,Very clear to the eye of the beholder…,Very clear to the eye of the beholder /customerEasy to search and compare in one view,5, Excellent,7/19/2020,22:53,AmGO,6,clear eye beholder customereasy search compare view
608,Travel insurance quotation,Very informative and easy to understand details with comparison of different quotations. In person talk with rep were very much to the point,5, Excellent,7/19/2020,14:56,Uday Shendrikar ,6,informative easy understand detail comparison different quotation person talk rep point
609,Reply to Jonathan,-,5, Excellent,7/18/2020,23:59,customer,6,
610,I purchased travel insurance on line…,"I purchased travel insurance on line but online purchase does not allow to add flight insurance for higher coverage. Thus on Monday July 13, I called Aardy.com and talked to someone and added 100K coverage to my travel insurance. At the time I was told that the $20 (for both of us) cost will be charged to my credit card on file and a confirmation of added insurance will be sent to me few days. Today already one week passed and I am yet to get confirmation. Kindly expedite to send. I would also suggest Aardy.com to consider modifying website so that customers can directly be able to add it on line at the time of initial purchase.Thanks",3, Average,7/18/2020,19:39,customer,6,purchase travel insurance line online purchase allow add flight insurance high coverage monday july  call aardycom talk add k coverage travel insurance time tell  cost charge credit card file confirmation add insurance sent day today week pass confirmation kindly expedite send suggest aardycom consider modify website customer directly able add line time initial purchasethanks
611,Beach Trip,Agent to time to find correct policy that we needed. Thank You,5, Excellent,7/17/2020,20:47,JB,6,agent time find correct policy need thank
612,I had an excellent experience with Denise,I had an excellent experience with Denise. Explained in a way I could understand. Will pass on your info to my friends who travel.Thanks so much Anne,5, Excellent,7/17/2020,19:43,Anne Mulhall,6,excellent experience denise explain way understand pas info friends travelthanks anne
613,You were good listeners,"You were good listeners, and excellent at making suggestions given my questions and areas of concern.  Nice job!",5, Excellent,7/17/2020,18:12,Scott,6,good listener excellent make suggestion give question area concern nice job
614,WEBSITE WAS EASY TO USE AND EASY TO GET…,WEBSITE WAS EASY TO USE AND EASY TO GET TRAVEL POLICY,5, Excellent,7/17/2020,15:31,Mike,6,website easy use easy travel policy
615,South Carolina girl asks North Carolina girl for advice,Personal attention to my questions and excellent explanations that helped us make the decision the next day.,5, Excellent,7/17/2020,3:07,customer,6,personal attention question excellent explanation help decision day
616,would have liked to have tailored my…,"would have liked to have tailored my coverage with actual expenses, my options were either not enough or massively too much",4, Great,7/16/2020,21:17,darrel sissons,6,like tailored coverage actual expense option massively
617,Travel,"Very knowledgeable, nice agent.",5, Excellent,7/16/2020,20:54,Dear Customer,6,knowledgeable nice agent
618,Travel Insurance that meet my needs,"Denise was very professional, efficient and successful at finding the customized policy I was searching and at a reasonable price.  I am glad I found you.  I intend to use you again in the future.  Thank you.  Georges Michaud.",5, Excellent,7/15/2020,20:07,Georges Michaud,6,denise professional efficient successful find customized policy search reasonable price glad find intend use future thank george michaud
619,Good Experience,This was the first time I had tried getting travel insurance. It was a good experience. I received great customer service. Lynne was very patient and answered all my questions through numerous emails. Answers were clear and concise. I will use Aardvark again.,5, Excellent,7/14/2020,22:58,MICHAEL,6,time try get travel insurance good experience receive great customer service lynne patient answer question numerous emails answer clear concise use aardvark
620,Totally satisfied,"I have never visited your site, but It was endorsed by AARP. I was very impressed with my conversation with Tina Spencer.  She was very professional and answered all my questions.  With her help and knowledge, I was able to fine a policy that fitted our needs.",5, Excellent,7/14/2020,16:35,BRENDA ZELT,6,visit site endorse aarp impressed conversation tina spencer professional answered question help knowledge able fine policy fit need
621,Right Product,"The product seemed to be what we were looking for; however, should a claim arise, that will be the true test.The agent who assisted me in obtaining this travel insurance was very helpful and patient with the questions and uncertainty on my part as to what we really needed.",5, Excellent,7/14/2020,15:41,RED,6,product look claim arise true testthe agent assist obtain travel insurance helpful patient question uncertainty need
622,Wonderful Experience!,"I worked with several agents, over several days, identifying and evaluating my options.  Every agent was extremely knowledgeable, helpful and courteous.  The shopping process was efficient and effective. I could not have hoped for a better experience.  Thank you!",5, Excellent,7/14/2020,0:33,William Lutz,6,worked agent day identify evaluate option agent extremely knowledgeable helpful courteous shopping process efficient effective hop good experience thank
623,Stans,I spoke with several of your insurance specialists and all were very helpful and knowledgeable. They all acted like they cared which is very rare these days.,5, Excellent,7/13/2020,22:30,STAN,6,spoke insurance specialist helpful knowledgeable act like care rare day
624,"COVID 19 trip cancel, no refund…","Forced to cancel our trip due to the COVID 19 virus and were offered a voucher not a refund. The insurance voucher is good for 2 years but could not get a refund.  Travel at the time of our trip was not allowed into Europe but no refund even under these special circumstances.  We did not buy the expensive ""cancel for any reason""  rider but due to the COVID 19 pandemic I feel an exception should of been made. So be advised, if you don't buy the expensive rider you are stuck!!",1, Bad,7/12/2020,20:41,Kenneth E Dettbarn,6,force cancel trip covid  virus offer voucher refund insurance voucher good  year refund travel time trip allow europe refund special circumstance buy expensive  cancel reason  rider covid  pandemic feel exception advise buy expensive rider stuck
625,Tina was great,Tina was great! she took the time to explain all the provisions  that I was looking for in the travel policey,5, Excellent,7/11/2020,22:34,EA,6,tina great take time explain provision look travel policey
626,There could have been a little more…,There could have been a little more explanation of each benefit maybe a short tutorial for us first timers. Susan,4, Great,7/11/2020,20:28,Susan ,6,little explanation benefit maybe short tutorial timer susan
627,Super efficient,Super efficient! and EASY!,5, Excellent,7/11/2020,2:09,Nancy,6,super efficient easy
628,Easy and quick discussion = Raymond,-,5, Excellent,7/10/2020,22:28,customer,6,
629,the staff answered my questions…,the staff answered my questions professionally and were very courteous.,5, Excellent,7/10/2020,19:29,customer,6,staff answer question professionally courteous
630,Excellent Customer Service,I was presented with a great variety of options easily accessible links for details and great customer service when I called was excellent.  Alise was friendly and professional and answered all my questions and then assisted in getting the policy in effect.,5, Excellent,7/10/2020,16:41,M. Nestor,6,present great variety option easily accessible link detail great customer service call excellent alise friendly professional answer question assist get policy effect
631,helpful online chat,-,4, Great,7/10/2020,16:14,customer,6,
632,Alyce was excellent,Alyce was excellent. She deserves a raise!!,5, Excellent,7/10/2020,15:48,Catherine,6,alyce excellent deserves raise
633,Easy to purchase and very responsive to…,Easy to purchase and very responsive to questions.,5, Excellent,7/10/2020,0:47,customer,6,easy purchase responsive question
634,The representatives I spoke with were…very pleasant anf helpful,The representatives I spoke with were very helpful and knowledgeable - I would definitely use this insurance company again.,5, Excellent,7/9/2020,23:34,customer pat Vahlsing,6,representative speak helpful knowledgeable definitely use insurance company
635,The woman who called was very efficient…,The woman who called was very efficient and helpful. The process was completed quickly and easily,5, Excellent,7/9/2020,20:30,Margaret Birney,6,woman call efficient helpful process complete quickly easily
636,Very helpful and patient,Very helpful and patient. Thank You for your assistance.,5, Excellent,7/9/2020,19:45,Perry Cayton,6,helpful patient thank assistance
637,Called Aardy twice / the first time to…,"Called Aardy twice / the first time to get quotations and see what my options were for travel medical insurance and the second time to purchase my insurance.  Customer Service and the website are good...some bias towards certain insurers, but I appreciate their relative objectivity about each product.",5, Excellent,7/9/2020,17:46,Butch,6,call aardy twice time quotation option travel medical insurance second time purchase insurance customer service website good  bias certain insurer appreciate relative objectivity product
638,Promptly service,"Promptly service, thank you!",5, Excellent,7/9/2020,14:39,Pam,6,promptly service thank
639,The entire process was painless thanks…,The entire process was painless thanks to Alyce your rep.  She was very patient and helpful.,5, Excellent,7/9/2020,13:54,Linda Clohosey,6,entire process painless thanks alyce rep patient helpful
640,Jessica was excellent.,-,5, Excellent,7/9/2020,0:36,Steve,6,
641,Quick & easy,Quick & easy. Thanks!,5, Excellent,7/8/2020,14:42,customer Holly Foster,6,quick easy thanks
642,Great Experience,"The agent, Alyce Meserve, was so nice and professional.  She quickly gave me the advice I needed and pointed me to the Travel Insurance policy that I purchased from your site. Frankly, I was very surprised and pleased. So often these sites are a big hassle and the call centers are worse.  This was great! I will use you next time and will tell my friends!Thank you Alyce!",5, Excellent,7/7/2020,15:09,M. Roach,6,agent alyce meserve nice professional quickly give advice need point travel insurance policy purchase site frankly surprise pleased site big hassle center worse great use time tell friend thank alyce
643,good,good. but I would like a hard copy of insurance.,4, Great,7/6/2020,23:50,DEEANN RUFFING-KENT,6,good like hard copy insurance
644,Very helpful and very knowledgeable,-,5, Excellent,7/6/2020,21:15,John,6,
645,Getting on-line quote and buying the…,Getting on-line quote and buying the product was simple and fast.,5, Excellent,7/6/2020,15:42,Ken,6,get online quote buying product simple fast
646,Excellent work.,Excellent work! Provided me with several travel insurance options which made it easy for me to select the right coverage for me & my wife. Will definitely use their service again.,5, Excellent,7/5/2020,13:51,customer,6,excellent work provide travel insurance option easy select right coverage wife definitely use service
647,Nice guy,"Nice guy, took care of my insurance needs quickly",5, Excellent,7/4/2020,16:25,Susan,6,nice guy take care insurance need quickly
648,So simple and complete,"The most reasonably priced, easiest website to navigate, yet most comprehensive, travel insurance I’ve ever experienced.",5, Excellent,7/4/2020,4:29,Toyah,6,reasonably price easy website navigate comprehensive travel insurance  experience
649,Great representative - Chris,I had talked to Chris a week or so ago.  He was very helpful answering my questions at that time and gave a greater understanding.  He told me when I was ready to buy the insurance just call that same number and anyone could help me or I could ask for him.  When I called this week as luck would have it Chris answered.  He gave me all I needed to know and he had remembered some of my situation.  I could not have been more pleased with my service.,5, Excellent,7/4/2020,3:23,Linda Vatter,6,talk chris week ago helpful answer question time give great understanding told ready buy insurance number help ask call week luck chris answer give need know remember situation pleased service
650,Excellent and patient chatline help,"I did mine through chat, which may not be the best way to do this. It took me 2 hours, but it was because I took time to read and think about which things mattered the most to me rather than what was cheapest.  In the end I think I made a good choice that will exactly fit my needs.The  first person to help me on chat quit the chat when I had to look up a date, even though she said she'd wait for me. The second person I got was incredibly helpful and patient and worked with me for the ensuing 1 hour 45 minutes.",5, Excellent,7/4/2020,0:07,Marlys Bryan,6,chat best way take  hour take time read think thing matter cheap end think good choice exactly fit needsthe person help chat quit chat look date say wait second person get incredibly helpful patient work ensue  hour  minute
651,Staff was very helpful and patient,Staff was very helpful and patient.  No complaints.,5, Excellent,7/2/2020,23:44,Brian K.,6,staff helpful patient complaint
652,Cruise insurance,"I was shopping for insurance for eleven people of different ages in my family. We are taking a cruise next year, and I wanted to be sure everyone was well covered. I called several times and asked many questions. Your agent was always extremely friendly and helpful. Additionally, I got a better policy than what is being offered by the cruise line and at a substantially reduced price. I will definitely use them again!",5, Excellent,7/2/2020,20:30,Debbi,6,shopping insurance people different age family take cruise year want sure cover call time ask question agent extremely friendly helpful additionally get well policy offer cruise line substantially reduce price definitely use
653,Agent was very knowledgeable,"Agent was very knowledgeable. Very friendly. really knows the products and her advice helps considerably. Will use AARP for travel insurance again most definitely. I have done a fair amount of research previously on travel insurance, but agent taught me a number of things of which I was unaware.",5, Excellent,7/2/2020,17:42,Bob,6,agent knowledgeable friendly know product advice help considerably use aarp travel insurance definitely fair research previously travel insurance agent teach number thing unaware
654,I was in need of travel insurance,"I was in need of travel insurance and, having never needed it before, I began an online search.  AARDY was one of two places I called with my inquiry. My first priority was dealing with an insurance company I was familiar with. I decided on AARDY. While the other agency was very helpful, I just got a good feeling when talking with Alyce Meserve. She was very patient and understood exactly what I was looking for. I received a quote that I felt was reasonable and she explained that I should wait until I made my first installment to purchase the plan. I did that today. I spoke with Tina and she helped me with the process. The whole thing was very painless and I received all documents within minutes. What a great experience! Great customer service and good job!!!",5, Excellent,7/2/2020,17:16,Vicloc,6,need travel insurance need begin online search aardy place call inquiry priority deal insurance company familiar decide aardy agency helpful get good feeling talk alyce meserve patient understood exactly look receive quote felt reasonable explain wait installment purchase plan today speak tina help process thing painless receive document minute great experience great customer service good job
655,Wish you worked with Chrome,Wish you worked with Chrome.  Couldn't get a quote had to go to Microsoft Edge.  Bummer.,1, Bad,7/2/2020,16:01,christy dallmann,6,wish work chrome quote microsoft edge bummer
656,Very understanding and knowledgeable,Very understanding and knowledgeable. My customer rep was patient in explaining all the coverages. This was my first travel insurance purchase. I feel real good about it.,5, Excellent,7/2/2020,15:01,customer,6,understand knowledgeable customer rep patient explain coverage travel insurance purchase feel real good
657,Travel plan choice,So glad I called and spoke to rep Elise. She answered all my questions in detail so I felt confident in my choice of travel ins plan. Found info thru AARP/AARDY.....trustworthy source with great coverage and price. Highly recommend this source.,5, Excellent,7/2/2020,13:47,Mary Beth S,6,glad call speak rep elise answered question detail felt confident choice travel plan find info aarpaardy  trustworthy source great coverage price highly recommend source
658,The ladies I spoke to were very clear…,The ladies I spoke to were very clear in explaining the policies and answering any questions I had.  Very pleased so far.    Ron,5, Excellent,7/1/2020,19:53,Ron Houle,6,lady speak clear explain policy answer question please far ron
659,Friendly,"Friendly, well-informed agents explained the products and helped me to choose the best one. I’m a bit confused about why the first agent recommended a plan for $310, but the one I talk to on the phone today found a comparable cancel-for-any-reason plan for 226.",5, Excellent,7/1/2020,16:51,Cynthia M,6,friendly wellinformed agent explain product help choose best  bit confused agent recommend plan  talk phone today find comparable cancelforanyreason plan 
660,Great experience very helpful getting…,Great experience very helpful getting me the correct coverage and very pleasant,5, Excellent,7/1/2020,16:13,customer John DeDolce ,6,great experience helpful get correct coverage pleasant
661,BOOKING AND FINDING THE CORRECT PLAN…,BOOKING AND FINDING THE CORRECT PLAN WAS EASY!,5, Excellent,7/1/2020,15:46,deidre gardocki,6,book find correct plan easy
662,They Don't Oversell!,"The agent I dealt with was extremely knowledgeable and friendly. She answered all my questions in plain English. The best part was there was no double talk, everything was straight forward and to the point. I was educated on all the options and after that the choice was left to me... with no overselling!",5, Excellent,6/30/2020,23:05,Franklin Wiseman,6,agent deal extremely knowledgeable friendly answered question plain english best double talk straight forward point educate option choice leave  overselling
663,Johnathan was very helpful and answered…,Johnathan was very helpful and answered all my questions.,5, Excellent,6/29/2020,22:57,Mary Templeton,6,johnathan helpful answer question
664,Best Deal Out There!!!,Using Aardy.com I was able to get travel insurance WITH Cancellation for Any Reason far cheaper than I was able to find simply going to the insurance companies' websites and requesting a quote.  I will always use Aardy.com from now on!,5, Excellent,6/29/2020,21:14,JJackson,6,aardycom able travel insurance cancellation reason far cheaper able find simply go insurance company websites request quote use aardycom
665,Excellent advice and answered all…,Excellent advice and answered all questions with patience andexpertise,5, Excellent,6/27/2020,17:27,customerTomD,6,excellent advice answer question patience andexpertise
666,great service  thank you,-,5, Excellent,6/27/2020,16:22,customersusan,6,
667,Quick and easy.,Quick and easy.I got just the coverage I wanted & a good price.,5, Excellent,6/27/2020,12:31,PA Mems,6,quick easyi get coverage want good price
668,Excellent informed professional,-,5, Excellent,6/26/2020,23:13,Claudia mazzolacustomer,6,
669,Jonathan was excelant in helping me…,Jonathan was excelant in helping me answer my questions.,5, Excellent,6/24/2020,21:49,customer,6,jonathan excelant help answer question
670,I started with the chat windows,I started with the chat windows.  Had too many questions then requested an agent to call me.,5, Excellent,6/23/2020,19:50,mary lou fleis,6,start chat windows question request agent
671,Jonathan did a great job answering all…,Jonathan did a great job answering all of my questions about the coverage on the policies.,5, Excellent,6/23/2020,18:33,Laura,6,jonathan great job answer question coverage policy
672,First time buying travel insurance,First time buying travel insurance. The agent was very helpful and answered all my questions.,5, Excellent,6/23/2020,16:34,customer,6,time buy travel insurance agent helpful answer question
673,Easy to use site and quickly able to…,Easy to use site and quickly able to compare plans,5, Excellent,6/23/2020,0:17,customer,6,easy use site quickly able compare plan
674,Very helpful and site is easy to…,Very helpful and site is easy to navigate. I got more benefits for a lower premium that on Allianz.com.  Thank you,5, Excellent,6/22/2020,21:50,Annamarie,6,helpful site easy navigate get benefit low premium allianzcom thank
675,The on-line support was excellent,"The on-line support was excellent.  Very helpful with questions, got back to me within hours.  Easy process.",5, Excellent,6/22/2020,20:02,Bill Tomlinson,6,online support excellent helpful question get hour easy process
676,The purchase process was quick and…,"The purchase process was quick and easy.  Email confirmation sent fast.  Have not gone on trip yet.  Hopefully, will not need to put in a claim.",5, Excellent,6/22/2020,19:18,Patricia R. Shumard,6,purchase process quick easy email confirmation send fast go trip hopefully need claim
677,Easy comparison,-,5, Excellent,6/21/2020,20:50,Emmacustomer,6,
678,Price is right,-,5, Excellent,6/21/2020,19:54,customer,6,
679,Great Site to shop and compare,Easy to use! Great explanation of what is covered! One stop shopping to compare several different companies. Prices clearly revealed. Thank you.,5, Excellent,6/21/2020,19:21,Gramus,6,easy use great explanation cover stop shopping compare different company price clearly reveal thank
680,Excellent service,Excellent service.  Very knowledgeable and professional.,5, Excellent,6/20/2020,16:36,Susa'n Page,6,excellent service knowledgeable professional
681,Very easy to see the plans,"Very easy to see the plans, benefits and compare and download policy.Talked to alise to ask a few questions.  She was very pleasant , good efficient and a real joy to work with. LIked that phone number to call was very convientley located and was able to pay via phone instead of on internet which we do not do.Definitely will use again!! Received receipt and confirmation almost immediately.Gloria",5, Excellent,6/20/2020,3:21,customer,6,easy plan benefit compare download policytalked alise ask question pleasant good efficient real joy work like phone number convientley locate able pay phone instead internet dodefinitely use received receipt confirmation immediatelygloria
682,Fast and easy,Fast and easyGreat prices and great options,5, Excellent,6/19/2020,23:41,Ivan,6,fast easygreat price great option
683,Excellent service and result,"Jonathan found the policy that met our particular needs at a spectacular price and did so efficiently, painlessly and with the utmost courtesy.  I will seek him out for all travel insurance needs in the future.",5, Excellent,6/19/2020,18:25,Robert Morrison,6,jonathan find policy meet particular need spectacular price efficiently painlessly utmost courtesy seek travel insurance need future
684,Customer Review,Chris did an amazing job answering my questions. Was very patient and took his time explaining the programs. He listened and gave me several choices to choose from. Sent me information on each plan and discussed in a way that I could understand! Great Job Chris and thank you!!!,5, Excellent,6/18/2020,20:40,customer,6,chris amaze job answer question patient take time explain program listen give choice choose sent information plan discuss way understand great job chris thank
685,Helpful advice,"Aardy.com showed me 5 policies that appeared to meet my needs. On the phone, Jonathan explained the pluses and minuses clearly and I took his advice. I hope I won't have to find out how well the insurance deals with claims.",5, Excellent,6/18/2020,12:46,DG,6,aardycom show  policy appear meet need phone jonathan explain plus minuses clearly take advice hope find insurance deal claim
686,Friendly and professional customer…,Friendly and professional customer service Kamal Mostafa,5, Excellent,6/18/2020,12:11,customer,6,friendly professional customer service kamal mostafa
687,Wonderful customer service rep,Your representative was efficient and friendly.  She answered my questions and provided clear information.  Keep up the good work. Live long and prosper🖖🏻,5, Excellent,6/17/2020,20:30,Kimberly Barnes-O’Connor,6,representative efficient friendly answer question provide clear information good work live long prosper
688,Coverage was what we wanted for our…,"Coverage was what we wanted for our trip at a reasonable price.  When I made a phone call with questions, everything was explained fully.",5, Excellent,6/16/2020,11:28,DIANA MARGIS,6,coverage want trip reasonable price phone question explain fully
689,I trust AARP!,I trust AARP!!  Enough said.,5, Excellent,6/16/2020,1:52,R. Chandler,6,trust aarp say
690,Ease,"Quick, efficient and reasonably priced.",5, Excellent,6/15/2020,23:35,Upcoming trip,6,quick efficient reasonably price
691,Very helpful in answering questions,Very helpful in answering questions.  Variety of options to choose from.,5, Excellent,6/15/2020,22:08,John G.,6,helpful answer question variety option choose
692,Agent was knowledgeable helpful and…,Agent was knowledgeable helpful and courteous.,5, Excellent,6/15/2020,16:06,Ted Janka,6,agent knowledgeable helpful courteous
693,The website was very easy to use and…,The website was very easy to use and the price was great. I will use this travel insurance company again.,4, Great,6/15/2020,2:12,Diana F Stanford,6,website easy use price great use travel insurance company
694,Great Policy! Great Price!  Easy Process!,"The whole process was great.  I received a quote that was honored a month later.  The price and coverage were absolutely the best deal I found.  Don't waste your money paying twice as much for half the coverage to the Cruise Lines.  This is much better deal.  It was much better than anything I found at Insuremytrip.com., and I have been using that sight for almost 20 years!",5, Excellent,6/14/2020,22:48,Chris,6,process great receive quote honor month later price coverage absolutely best deal find waste money pay twice half coverage cruise line well deal well find insuremytripcom sight  year
695,took some time,"took some time, had al ot of questions, they were patient thanks",5, Excellent,6/14/2020,18:15,connie ,6,take time al ot question patient thanks
696,Pleased with coverage.,-,5, Excellent,6/14/2020,16:50,nharpool,6,
697,Many other sites have ineffective chat…,"Many other sites have ineffective chat options.  Your site provides excellent, fast service and your chatters seem intelligent and well-versed in their products.  It made purchasing a policy that suited exactly what I wanted and needed a breeze.  I only needed health coverage and that is what I got so I didn't have to spend a lot of extra $ for coverage I simply didn't need.",5, Excellent,6/13/2020,18:40,Shelley,6,site ineffective chat option site provide excellent fast service chatter intelligent wellversed product purchase policy suit exactly want need breeze need health coverage get spend lot extra coverage simply need
698,Excellent Experience,"Excellent experience; no pressure to buy. Comparisons were neatly laid out, making shopping easy!",5, Excellent,6/13/2020,16:19,BrianK,6,excellent experience pressure buy comparison neatly lay make shopping easy
699,great agent,the agent was very friendly and kind.he handled everything very professionally he quick and and knowledgeable,5, Excellent,6/12/2020,18:47,john wise,6,agent friendly kindhe handle professionally quick knowledgeable
700,Great price for the coverage we wanted,Great price for the coverage we wanted.  Thanks,5, Excellent,6/12/2020,14:54,Laura,6,great price coverage want thanks
701,Johnathan was very polite and helped me…,Johnathan was very polite and helped me out as when I did my quote I put in a wrong year and he fixed my boo boo in the system before the policy was purchased and I wouldn't have to do another quote.   Thanks,5, Excellent,6/11/2020,22:28,Bob,6,johnathan polite help quote wrong year fix boo boo system policy purchase quote thanks
702,Nice people to do business with!,"I have been very impressed with the knowledge of at least 3 different people at Aardvark, their willingness to answer my questions, and the lack of pressure to buy before I was ready. They presented a range of options and spent a lot of time explaining the differences, strengths and weaknesses of them. Nice people to do business with!",5, Excellent,6/11/2020,18:44,Wilsonor,6,impressed knowledge  different people aardvark willingness answer question lack pressure buy ready present range option spend lot time explain difference strengths weakness nice people business
703,several good options very easy to find…,several good options very easy to find the best policy for yourself,5, Excellent,6/11/2020,18:19,SANDRA BRITTON,6,good option easy find best policy
704,Great customer service!,-,5, Excellent,6/11/2020,15:05,Kristin V,6,
705,Travel Insurance Made Easy,It was easy to fill out the details of my trip to get multiple quotes. I called to clarify the differences among the quotes and received a recommendation based on my circumstances.,5, Excellent,6/11/2020,10:39,Nancy,6,easy fill detail trip multiple quote call clarify difference quote receive recommendation base circumstance
706,Everything was easy and good value for…,Everything was easy and good value for the price. So 5 stars for purchase and only 4 overall because I don't know how the insurance pays if I need it.,4, Great,6/11/2020,2:58,customer,6,easy good value price  star purchase  overall know insurance pay need
707,Review of Aardvark,"Jonathan (as well as two other agents I spoke with) was knowledgeable, friendly snd professional; Great to work with.",5, Excellent,6/11/2020,1:23,Stephanie Wagg,6,jonathan agent speak knowledgeable friendly snd professional great work
708,just purchased,just purchased.  Good info at phone call.  Won't know how well insurance works until we file a claim; hoping that it won't ever happen.,5, Excellent,6/9/2020,22:42,customer,6,purchase good info phone know insurance work file claim hoping happen
