,Title,Body,Stars,Rated,Date Posted,Time Posted,Name,userId,Clean_Text_Body
244,I’ve always had good service with…,I’ve always had good service with RoamRight but this year it was extra special..The pandemic caused my trip to rescheduled three times.The RoamRight representative was helpful and pleasant.It’s also worth noting my phone calls were answered promptly.,5, Excellent,3/1/2021,17:19:19+0,Cathleen ,6, good service roamright year extra specialthe pandemic cause trip reschedule timesthe roamright representative helpful pleasantit  worth note phone call answer promptly
245,Our trip had been cancelled twice,"Our trip had been cancelled twice, RoamRight was informed of the changes which was reconsidered and moved to the new dates. No change.",5, Excellent,3/1/2021,06:50:51+0,Jazzy G,6,trip cancel twice roamright inform change reconsider move new date change
246,Happy with turnaround time and the…,Happy with turnaround time and the outcome,5, Excellent,2/23/2021,16:27:02+0,Vladimir M,6,happy turnaround time outcome
247,Disappointed,I want confidence when I travel.  I purchased this insurance with trust and it gave me confidence.  When my trip had to be cancelled for a work reason based on new CDC guidelines for travel outside the country my claim was denied because I was cancelling for "fear" of Covid.  Nobody would even listen that it was not my choice and it was definitely not fear.  Shame on roam right for twisting fine print and taking advantage of customers in a time like we are living in with so much uncertainty.,1, Bad,2/17/2021,18:12:53+0,Tracy Goralczyk,6,want confidence travel purchase insurance trust give confidence trip cancel work reason base new cdc guideline travel outside country claim deny cancel  fear  covid listen choice definitely fear shame roam right twist fine print take advantage customer time like living uncertainty
248,Goodluck if you actually have to file a claim with RoamRight...,"RoamRight does everything right up until you actually have to file a claim. At that moment, they are incredibly slow, nonresponsive and full of ""I need more information"". RoamRight is doing everything possible to not have to process the Claim. They refuse to have a conversation on the phone and instead default to email and closing our your Claim without an explanation. Look elsewhere. This service deserves legal attention.",1, Bad,2/12/2021,02:18:55+0,Zach Theis,6,roamright right actually file claim moment incredibly slow nonresponsive  need information  roamright possible process claim refuse conversation phone instead default email closing claim explanation look service deserve legal attention
249,Changed the rules after the fact. avoid this cmpany,"I bought a year long policy on January 26, 2020.  RoamRight accepted my payment and issued the policy. Over a week later, RoamRight announced that they would not honor the policy for Covid related claims retroactively to January 20th. I plan to Roam again and if you guess it will be without this company you will be Right. Total waste of money.",1, Bad,2/11/2021,15:24:32+0,Kelsey H,6,buy year long policy january   roamright accept payment issue policy week later roamright announce honor policy covid relate claim retroactively january th plan roam guess company right total waste money
250,Problem resolved,"Unfortunately, due to the pandemic and all the border closures that ensued, I was not able to utilise the insurance that I purchased.  I had planned trips to the UK, New York, Portugal, & South Africa and all the trips were cancelled due to quarantine regulations as well as airline stoppages.  I wish the policy was able to be extended to 2021 when I hope to take the same trips.  The premium of $574 is a great deal to lose.  If this is possible, I would appreciate being contacted by the company.  I have tried to contact their customer service but have been unable to reach anyone.After leaving this review I was contacted by their customer service to discuss the situation.  Roam Right has agreed to refund my premium from when I was notified that my first trip was cancelled.  I am very satisfied with this result and would use the company again when we can start traveling again.",2, Poor,2/5/2021,22:05:01+0,Patricia S,6,unfortunately pandemic border closure ensue able utilise insurance purchase plan trip uk new york portugal south africa trip cancel quarantine regulation airline stoppage wish policy able extended  hope trip premium  great deal lose possible appreciate contact company try contact customer service unable reach anyoneafter leave review contact customer service discus situation roam right agree refund premium notify trip cancel satisfied result use company start travel
251,I was very pleased with this coverage…,I was very pleased with this coverage for ease of applying and changing dates for my trip. After comparing with a policy I carried before I felt it was very affordable. Thank you keep up the good work !,5, Excellent,2/5/2021,14:29:53+0,Barbara C,6,pleased coverage ease apply change date trip comparing policy carry felt affordable thank good work
252,Very pleased.,-,5, Excellent,1/29/2021,15:20:13+0,Jeff Benoit,6,
253,I love they are service very good,-,5, Excellent,1/24/2021,12:10:30+0,Kenny Thomas,6,
254,The refund is taking too long...,I keep sending proofs of my claim and they don't seem to pay much attention as they ask me for the same things again and again...still no refund made after claiming almost 2 months ago for a simple doctor's visit with antibiotics!,3, Average,1/22/2021,17:47:07+0,Caroline Kehm,6,send proofs claim pay attention ask thing  refund claim  month ago simple doctor visit antibiotic
255,Will Roam Right do the Right Thing?,"After a number of years, 2020 will be last year we purchase travel insurance from Arch Roam Right for the two of us. As in purchasing any insurance, one wants to know if insurance companies will  readily assist their customers when a legitimate claim (s) is filed according to the policy or be adversarial toward claimants in order to place profit ahead of the good of their customers. This past year we purchased travel insurance in December 2019 for 2020 travels, Then March, 2020 the Covid-19 pandemic hit, like most all our planned travels (5) for the whole year were cancelled. Our travel agencies, airline companies  and resorts either refunded or credited us all payments made for trips in 2020. Many of our travel partners also received credit for future use or refund from their travel insurance companies for cancelled trips.We contacted Roam Right twice requesting credit for future use or refund for travel insurance paid for 2020 based on the cancellations of all our trips. In both cases, we were told the that the policy of the company was not to provide any numerations....no reason(s) given.  In conclusion, here is a company willing to take payment and offer no commodity, service, liability or even a chance of liability....in other words pure profit.  So what do I draw from this. I can't help but deduct that Roam Right would be a company to shrug or skirt any responsibility if we were to file a claim.   In the end, we really want to feel secure knowing any insurance company will have our back according to the purchased policy or service. I don't have that with this Roam Right Insurance.  I am glad to find this out before something really happened abroad!!!",1, Bad,1/20/2021,22:33:21+0,Mole,6,number year  year purchase travel insurance arch roam right purchase insurance want know insurance company readily assist customer legitimate claim file accord policy adversarial claimant order place profit ahead good customer past year purchase travel insurance december   travel march  covid pandemic hit like plan travel  year cancel travel agency airline company resort refund credited payment trip  travel partner receive credit future use refund travel insurance company cancel tripswe contact roam right twice request credit future use refund travel insurance pay  base cancellation trip case tell policy company provide numeration  no reason give conclusion company willing payment offer commodity service liability chance liability  in word pure profit draw help deduct roam right company shrug skirt responsibility file claim end want feel secure know insurance company accord purchased policy service roam right insurance glad find happen abroad
256,Sense of travel security is worth the…,Sense of travel security is worth the cost.  Thank You,5, Excellent,1/20/2021,15:16:11+0,Robert Joyce or Janice M. Joyce,6,sense travel security worth cost thank
257,"In a pandemic, no help provided","Through corona virus and a pandemic, no help with cancellations and refunds was provided. All travel ceased and the insurance just lapsed and was never used or refunded.",2, Poor,1/20/2021,00:23:23+0,Janet,6,corona virus pandemic help cancellation refund provided travel cease insurance lapse refund
258,Claim communication wasn't the best,"Claim communication wasn't the best , When i was able to talk to an employee they was very informative and explained clearly what I would need to submit with my claim to prevent delays  the process was pretty much straight forward and convenient to submit everything from home.  But I will definitely use them again in the future for travel.",5, Excellent,1/16/2021,11:13:23+0,Mike,6,claim communication best able talk employee informative explain clearly need submit claim prevent delay process pretty straight forward convenient submit home definitely use future travel
259,Called back from last year as our trip…,Called back from last year as our trip was cancelled.  Arch let us move our coverage up to this year.  It was an easy transition and we were treated very kindly.  Even got a better price and a refund check.  Our agent was very knowledgeable and very professional.  Thanks,5, Excellent,1/15/2021,21:56:48+0,AUSTIN,6,call year trip cancel arch let coverage year easy transition treat kindly get good price refund check agent knowledgeable professional thanks
260,Very pleasant and efficient…,Very pleasant and efficient reinstatement of policy for previously cancelled travel: thanks!,5, Excellent,3/9/2021,18:22:14+0,Susan,6,pleasant efficient reinstatement policy previously cancel travel thanks
261,Please pay my claim.,"When I was booking the insurance customer service was very supportive. That has drastically changed now that I have filed a claim.  Since initially submitting my claim for cancelled travel eight weeks ago I have been repeatedly asked for more documentation. All of which I supplied promptly and all of which could have been included with my original claim, had it been requested at that time. It appears that the claim process is designed to procrastinate payment.  Other than the automated email generated to provide the most limited amount of information regarding the status my claim, my email is not responded to, nor are my phone calls.  Please pay my claim. Thank you",2, Poor,3/9/2021,15:08:27+0,H Shamah,6,book insurance customer service supportive drastically change file claim initially submit claim cancel travel week ago repeatedly ask documentation supply promptly include original claim request time appear claim process design procrastinate payment automate email generate provide limited information status claim email respond phone call pay claim thank
262,DO NOT USE THIS SERVICE,"This is the slowest, most useless service. Horrible customer service, unclear UX/UI/Content Design that tells you absolutely nothing about the status of your claim.",1, Bad,3/3/2021,22:27:19+0,Anonymous ,6,slow useless service horrible customer service unclear uxuicontent design tell absolutely status claim
263,I have not had a claim so I cannot tell…,I have not had a claim so I cannot tell you how good the service will be in this area.  As far as issuing the contract I had no problems except for the pandemic which of course made the policy useless.  We did not travel anywhere for the past year and will not travel anywhere this year. So we are not buying an annual contract again at this time.  Once it is safe to travel internationally I will be buying another contract.,5, Excellent,3/2/2021,12:03:51+0,steven drobnis,6,claim tell good service area far issue contract problem pandemic course policy useless travel past year travel year buy annual contract time safe travel internationally buy contract
264,I’ve always had good service with…,I’ve always had good service with RoamRight but this year it was extra special..The pandemic caused my trip to rescheduled three times.The RoamRight representative was helpful and pleasant.It’s also worth noting my phone calls were answered promptly.,5, Excellent,3/1/2021,17:19:19+0,Cathleen ,6, good service roamright year extra specialthe pandemic cause trip reschedule timesthe roamright representative helpful pleasantit  worth note phone call answer promptly
265,Our trip had been cancelled twice,"Our trip had been cancelled twice, RoamRight was informed of the changes which was reconsidered and moved to the new dates. No change.",5, Excellent,3/1/2021,06:50:51+0,Jazzy G,6,trip cancel twice roamright inform change reconsider move new date change
266,Happy with turnaround time and the…,Happy with turnaround time and the outcome,5, Excellent,2/23/2021,16:27:02+0,Vladimir M,6,happy turnaround time outcome
267,Disappointed,I want confidence when I travel.  I purchased this insurance with trust and it gave me confidence.  When my trip had to be cancelled for a work reason based on new CDC guidelines for travel outside the country my claim was denied because I was cancelling for "fear" of Covid.  Nobody would even listen that it was not my choice and it was definitely not fear.  Shame on roam right for twisting fine print and taking advantage of customers in a time like we are living in with so much uncertainty.,1, Bad,2/17/2021,18:12:53+0,Tracy Goralczyk,6,want confidence travel purchase insurance trust give confidence trip cancel work reason base new cdc guideline travel outside country claim deny cancel  fear  covid listen choice definitely fear shame roam right twist fine print take advantage customer time like living uncertainty
268,Goodluck if you actually have to file a claim with RoamRight...,"RoamRight does everything right up until you actually have to file a claim. At that moment, they are incredibly slow, nonresponsive and full of ""I need more information"". RoamRight is doing everything possible to not have to process the Claim. They refuse to have a conversation on the phone and instead default to email and closing our your Claim without an explanation. Look elsewhere. This service deserves legal attention.",1, Bad,2/12/2021,02:18:55+0,Zach Theis,6,roamright right actually file claim moment incredibly slow nonresponsive  need information  roamright possible process claim refuse conversation phone instead default email closing claim explanation look service deserve legal attention
269,Changed the rules after the fact. avoid this cmpany,"I bought a year long policy on January 26, 2020.  RoamRight accepted my payment and issued the policy. Over a week later, RoamRight announced that they would not honor the policy for Covid related claims retroactively to January 20th. I plan to Roam again and if you guess it will be without this company you will be Right. Total waste of money.",1, Bad,2/11/2021,15:24:32+0,Kelsey H,6,buy year long policy january   roamright accept payment issue policy week later roamright announce honor policy covid relate claim retroactively january th plan roam guess company right total waste money
270,Problem resolved,"Unfortunately, due to the pandemic and all the border closures that ensued, I was not able to utilise the insurance that I purchased.  I had planned trips to the UK, New York, Portugal, & South Africa and all the trips were cancelled due to quarantine regulations as well as airline stoppages.  I wish the policy was able to be extended to 2021 when I hope to take the same trips.  The premium of $574 is a great deal to lose.  If this is possible, I would appreciate being contacted by the company.  I have tried to contact their customer service but have been unable to reach anyone.After leaving this review I was contacted by their customer service to discuss the situation.  Roam Right has agreed to refund my premium from when I was notified that my first trip was cancelled.  I am very satisfied with this result and would use the company again when we can start traveling again.",2, Poor,2/5/2021,22:05:01+0,Patricia S,6,unfortunately pandemic border closure ensue able utilise insurance purchase plan trip uk new york portugal south africa trip cancel quarantine regulation airline stoppage wish policy able extended  hope trip premium  great deal lose possible appreciate contact company try contact customer service unable reach anyoneafter leave review contact customer service discus situation roam right agree refund premium notify trip cancel satisfied result use company start travel
271,I was very pleased with this coverage…,I was very pleased with this coverage for ease of applying and changing dates for my trip. After comparing with a policy I carried before I felt it was very affordable. Thank you keep up the good work !,5, Excellent,2/5/2021,14:29:53+0,Barbara C,6,pleased coverage ease apply change date trip comparing policy carry felt affordable thank good work
272,Very pleased.,-,5, Excellent,1/29/2021,15:20:13+0,Jeff Benoit,6,
273,I love they are service very good,-,5, Excellent,1/24/2021,12:10:30+0,Kenny Thomas,6,
274,The refund is taking too long...,I keep sending proofs of my claim and they don't seem to pay much attention as they ask me for the same things again and again...still no refund made after claiming almost 2 months ago for a simple doctor's visit with antibiotics!,3, Average,1/22/2021,17:47:07+0,Caroline Kehm,6,send proofs claim pay attention ask thing  refund claim  month ago simple doctor visit antibiotic
275,Will Roam Right do the Right Thing?,"After a number of years, 2020 will be last year we purchase travel insurance from Arch Roam Right for the two of us. As in purchasing any insurance, one wants to know if insurance companies will  readily assist their customers when a legitimate claim (s) is filed according to the policy or be adversarial toward claimants in order to place profit ahead of the good of their customers. This past year we purchased travel insurance in December 2019 for 2020 travels, Then March, 2020 the Covid-19 pandemic hit, like most all our planned travels (5) for the whole year were cancelled. Our travel agencies, airline companies  and resorts either refunded or credited us all payments made for trips in 2020. Many of our travel partners also received credit for future use or refund from their travel insurance companies for cancelled trips.We contacted Roam Right twice requesting credit for future use or refund for travel insurance paid for 2020 based on the cancellations of all our trips. In both cases, we were told the that the policy of the company was not to provide any numerations....no reason(s) given.  In conclusion, here is a company willing to take payment and offer no commodity, service, liability or even a chance of liability....in other words pure profit.  So what do I draw from this. I can't help but deduct that Roam Right would be a company to shrug or skirt any responsibility if we were to file a claim.   In the end, we really want to feel secure knowing any insurance company will have our back according to the purchased policy or service. I don't have that with this Roam Right Insurance.  I am glad to find this out before something really happened abroad!!!",1, Bad,1/20/2021,22:33:21+0,Mole,6,number year  year purchase travel insurance arch roam right purchase insurance want know insurance company readily assist customer legitimate claim file accord policy adversarial claimant order place profit ahead good customer past year purchase travel insurance december   travel march  covid pandemic hit like plan travel  year cancel travel agency airline company resort refund credited payment trip  travel partner receive credit future use refund travel insurance company cancel tripswe contact roam right twice request credit future use refund travel insurance pay  base cancellation trip case tell policy company provide numeration  no reason give conclusion company willing payment offer commodity service liability chance liability  in word pure profit draw help deduct roam right company shrug skirt responsibility file claim end want feel secure know insurance company accord purchased policy service roam right insurance glad find happen abroad
276,Sense of travel security is worth the…,Sense of travel security is worth the cost.  Thank You,5, Excellent,1/20/2021,15:16:11+0,Robert Joyce or Janice M. Joyce,6,sense travel security worth cost thank
277,"In a pandemic, no help provided","Through corona virus and a pandemic, no help with cancellations and refunds was provided. All travel ceased and the insurance just lapsed and was never used or refunded.",2, Poor,1/20/2021,00:23:23+0,Janet,6,corona virus pandemic help cancellation refund provided travel cease insurance lapse refund
278,Claim communication wasn't the best,"Claim communication wasn't the best , When i was able to talk to an employee they was very informative and explained clearly what I would need to submit with my claim to prevent delays  the process was pretty much straight forward and convenient to submit everything from home.  But I will definitely use them again in the future for travel.",5, Excellent,1/16/2021,11:13:23+0,Mike,6,claim communication best able talk employee informative explain clearly need submit claim prevent delay process pretty straight forward convenient submit home definitely use future travel
279,Called back from last year as our trip…,Called back from last year as our trip was cancelled.  Arch let us move our coverage up to this year.  It was an easy transition and we were treated very kindly.  Even got a better price and a refund check.  Our agent was very knowledgeable and very professional.  Thanks,5, Excellent,1/15/2021,21:56:48+0,AUSTIN,6,call year trip cancel arch let coverage year easy transition treat kindly get good price refund check agent knowledgeable professional thanks
280,Very pleasant and efficient…,Very pleasant and efficient reinstatement of policy for previously cancelled travel: thanks!,5, Excellent,3/9/2021,18:22:14+0,Susan,6,pleasant efficient reinstatement policy previously cancel travel thanks
281,Please pay my claim.,"When I was booking the insurance customer service was very supportive. That has drastically changed now that I have filed a claim.  Since initially submitting my claim for cancelled travel eight weeks ago I have been repeatedly asked for more documentation. All of which I supplied promptly and all of which could have been included with my original claim, had it been requested at that time. It appears that the claim process is designed to procrastinate payment.  Other than the automated email generated to provide the most limited amount of information regarding the status my claim, my email is not responded to, nor are my phone calls.  Please pay my claim. Thank you",2, Poor,3/9/2021,15:08:27+0,H Shamah,6,book insurance customer service supportive drastically change file claim initially submit claim cancel travel week ago repeatedly ask documentation supply promptly include original claim request time appear claim process design procrastinate payment automate email generate provide limited information status claim email respond phone call pay claim thank
282,DO NOT USE THIS SERVICE,"This is the slowest, most useless service. Horrible customer service, unclear UX/UI/Content Design that tells you absolutely nothing about the status of your claim.",1, Bad,3/3/2021,22:27:19+0,Anonymous ,6,slow useless service horrible customer service unclear uxuicontent design tell absolutely status claim
283,I have not had a claim so I cannot tell…,I have not had a claim so I cannot tell you how good the service will be in this area.  As far as issuing the contract I had no problems except for the pandemic which of course made the policy useless.  We did not travel anywhere for the past year and will not travel anywhere this year. So we are not buying an annual contract again at this time.  Once it is safe to travel internationally I will be buying another contract.,5, Excellent,3/2/2021,12:03:51+0,steven drobnis,6,claim tell good service area far issue contract problem pandemic course policy useless travel past year travel year buy annual contract time safe travel internationally buy contract
284,I’ve always had good service with…,I’ve always had good service with RoamRight but this year it was extra special..The pandemic caused my trip to rescheduled three times.The RoamRight representative was helpful and pleasant.It’s also worth noting my phone calls were answered promptly.,5, Excellent,3/1/2021,17:19:19+0,Cathleen ,6, good service roamright year extra specialthe pandemic cause trip reschedule timesthe roamright representative helpful pleasantit  worth note phone call answer promptly
285,Our trip had been cancelled twice,"Our trip had been cancelled twice, RoamRight was informed of the changes which was reconsidered and moved to the new dates. No change.",5, Excellent,3/1/2021,06:50:51+0,Jazzy G,6,trip cancel twice roamright inform change reconsider move new date change
286,Happy with turnaround time and the…,Happy with turnaround time and the outcome,5, Excellent,2/23/2021,16:27:02+0,Vladimir M,6,happy turnaround time outcome
287,Disappointed,I want confidence when I travel.  I purchased this insurance with trust and it gave me confidence.  When my trip had to be cancelled for a work reason based on new CDC guidelines for travel outside the country my claim was denied because I was cancelling for "fear" of Covid.  Nobody would even listen that it was not my choice and it was definitely not fear.  Shame on roam right for twisting fine print and taking advantage of customers in a time like we are living in with so much uncertainty.,1, Bad,2/17/2021,18:12:53+0,Tracy Goralczyk,6,want confidence travel purchase insurance trust give confidence trip cancel work reason base new cdc guideline travel outside country claim deny cancel  fear  covid listen choice definitely fear shame roam right twist fine print take advantage customer time like living uncertainty
288,Goodluck if you actually have to file a claim with RoamRight...,"RoamRight does everything right up until you actually have to file a claim. At that moment, they are incredibly slow, nonresponsive and full of ""I need more information"". RoamRight is doing everything possible to not have to process the Claim. They refuse to have a conversation on the phone and instead default to email and closing our your Claim without an explanation. Look elsewhere. This service deserves legal attention.",1, Bad,2/12/2021,02:18:55+0,Zach Theis,6,roamright right actually file claim moment incredibly slow nonresponsive  need information  roamright possible process claim refuse conversation phone instead default email closing claim explanation look service deserve legal attention
289,Changed the rules after the fact. avoid this cmpany,"I bought a year long policy on January 26, 2020.  RoamRight accepted my payment and issued the policy. Over a week later, RoamRight announced that they would not honor the policy for Covid related claims retroactively to January 20th. I plan to Roam again and if you guess it will be without this company you will be Right. Total waste of money.",1, Bad,2/11/2021,15:24:32+0,Kelsey H,6,buy year long policy january   roamright accept payment issue policy week later roamright announce honor policy covid relate claim retroactively january th plan roam guess company right total waste money
290,Problem resolved,"Unfortunately, due to the pandemic and all the border closures that ensued, I was not able to utilise the insurance that I purchased.  I had planned trips to the UK, New York, Portugal, & South Africa and all the trips were cancelled due to quarantine regulations as well as airline stoppages.  I wish the policy was able to be extended to 2021 when I hope to take the same trips.  The premium of $574 is a great deal to lose.  If this is possible, I would appreciate being contacted by the company.  I have tried to contact their customer service but have been unable to reach anyone.After leaving this review I was contacted by their customer service to discuss the situation.  Roam Right has agreed to refund my premium from when I was notified that my first trip was cancelled.  I am very satisfied with this result and would use the company again when we can start traveling again.",2, Poor,2/5/2021,22:05:01+0,Patricia S,6,unfortunately pandemic border closure ensue able utilise insurance purchase plan trip uk new york portugal south africa trip cancel quarantine regulation airline stoppage wish policy able extended  hope trip premium  great deal lose possible appreciate contact company try contact customer service unable reach anyoneafter leave review contact customer service discus situation roam right agree refund premium notify trip cancel satisfied result use company start travel
291,I was very pleased with this coverage…,I was very pleased with this coverage for ease of applying and changing dates for my trip. After comparing with a policy I carried before I felt it was very affordable. Thank you keep up the good work !,5, Excellent,2/5/2021,14:29:53+0,Barbara C,6,pleased coverage ease apply change date trip comparing policy carry felt affordable thank good work
292,Very pleased.,-,5, Excellent,1/29/2021,15:20:13+0,Jeff Benoit,6,
293,I love they are service very good,-,5, Excellent,1/24/2021,12:10:30+0,Kenny Thomas,6,
294,The refund is taking too long...,I keep sending proofs of my claim and they don't seem to pay much attention as they ask me for the same things again and again...still no refund made after claiming almost 2 months ago for a simple doctor's visit with antibiotics!,3, Average,1/22/2021,17:47:07+0,Caroline Kehm,6,send proofs claim pay attention ask thing  refund claim  month ago simple doctor visit antibiotic
295,Will Roam Right do the Right Thing?,"After a number of years, 2020 will be last year we purchase travel insurance from Arch Roam Right for the two of us. As in purchasing any insurance, one wants to know if insurance companies will  readily assist their customers when a legitimate claim (s) is filed according to the policy or be adversarial toward claimants in order to place profit ahead of the good of their customers. This past year we purchased travel insurance in December 2019 for 2020 travels, Then March, 2020 the Covid-19 pandemic hit, like most all our planned travels (5) for the whole year were cancelled. Our travel agencies, airline companies  and resorts either refunded or credited us all payments made for trips in 2020. Many of our travel partners also received credit for future use or refund from their travel insurance companies for cancelled trips.We contacted Roam Right twice requesting credit for future use or refund for travel insurance paid for 2020 based on the cancellations of all our trips. In both cases, we were told the that the policy of the company was not to provide any numerations....no reason(s) given.  In conclusion, here is a company willing to take payment and offer no commodity, service, liability or even a chance of liability....in other words pure profit.  So what do I draw from this. I can't help but deduct that Roam Right would be a company to shrug or skirt any responsibility if we were to file a claim.   In the end, we really want to feel secure knowing any insurance company will have our back according to the purchased policy or service. I don't have that with this Roam Right Insurance.  I am glad to find this out before something really happened abroad!!!",1, Bad,1/20/2021,22:33:21+0,Mole,6,number year  year purchase travel insurance arch roam right purchase insurance want know insurance company readily assist customer legitimate claim file accord policy adversarial claimant order place profit ahead good customer past year purchase travel insurance december   travel march  covid pandemic hit like plan travel  year cancel travel agency airline company resort refund credited payment trip  travel partner receive credit future use refund travel insurance company cancel tripswe contact roam right twice request credit future use refund travel insurance pay  base cancellation trip case tell policy company provide numeration  no reason give conclusion company willing payment offer commodity service liability chance liability  in word pure profit draw help deduct roam right company shrug skirt responsibility file claim end want feel secure know insurance company accord purchased policy service roam right insurance glad find happen abroad
296,Sense of travel security is worth the…,Sense of travel security is worth the cost.  Thank You,5, Excellent,1/20/2021,15:16:11+0,Robert Joyce or Janice M. Joyce,6,sense travel security worth cost thank
297,"In a pandemic, no help provided","Through corona virus and a pandemic, no help with cancellations and refunds was provided. All travel ceased and the insurance just lapsed and was never used or refunded.",2, Poor,1/20/2021,00:23:23+0,Janet,6,corona virus pandemic help cancellation refund provided travel cease insurance lapse refund
298,Claim communication wasn't the best,"Claim communication wasn't the best , When i was able to talk to an employee they was very informative and explained clearly what I would need to submit with my claim to prevent delays  the process was pretty much straight forward and convenient to submit everything from home.  But I will definitely use them again in the future for travel.",5, Excellent,1/16/2021,11:13:23+0,Mike,6,claim communication best able talk employee informative explain clearly need submit claim prevent delay process pretty straight forward convenient submit home definitely use future travel
299,Called back from last year as our trip…,Called back from last year as our trip was cancelled.  Arch let us move our coverage up to this year.  It was an easy transition and we were treated very kindly.  Even got a better price and a refund check.  Our agent was very knowledgeable and very professional.  Thanks,5, Excellent,1/15/2021,21:56:48+0,AUSTIN,6,call year trip cancel arch let coverage year easy transition treat kindly get good price refund check agent knowledgeable professional thanks
300,Very pleasant and efficient…,Very pleasant and efficient reinstatement of policy for previously cancelled travel: thanks!,5, Excellent,3/9/2021,18:22:14+0,Susan,6,pleasant efficient reinstatement policy previously cancel travel thanks
301,Please pay my claim.,"When I was booking the insurance customer service was very supportive. That has drastically changed now that I have filed a claim.  Since initially submitting my claim for cancelled travel eight weeks ago I have been repeatedly asked for more documentation. All of which I supplied promptly and all of which could have been included with my original claim, had it been requested at that time. It appears that the claim process is designed to procrastinate payment.  Other than the automated email generated to provide the most limited amount of information regarding the status my claim, my email is not responded to, nor are my phone calls.  Please pay my claim. Thank you",2, Poor,3/9/2021,15:08:27+0,H Shamah,6,book insurance customer service supportive drastically change file claim initially submit claim cancel travel week ago repeatedly ask documentation supply promptly include original claim request time appear claim process design procrastinate payment automate email generate provide limited information status claim email respond phone call pay claim thank
302,DO NOT USE THIS SERVICE,"This is the slowest, most useless service. Horrible customer service, unclear UX/UI/Content Design that tells you absolutely nothing about the status of your claim.",1, Bad,3/3/2021,22:27:19+0,Anonymous ,6,slow useless service horrible customer service unclear uxuicontent design tell absolutely status claim
303,I have not had a claim so I cannot tell…,I have not had a claim so I cannot tell you how good the service will be in this area.  As far as issuing the contract I had no problems except for the pandemic which of course made the policy useless.  We did not travel anywhere for the past year and will not travel anywhere this year. So we are not buying an annual contract again at this time.  Once it is safe to travel internationally I will be buying another contract.,5, Excellent,3/2/2021,12:03:51+0,steven drobnis,6,claim tell good service area far issue contract problem pandemic course policy useless travel past year travel year buy annual contract time safe travel internationally buy contract
304,I’ve always had good service with…,I’ve always had good service with RoamRight but this year it was extra special..The pandemic caused my trip to rescheduled three times.The RoamRight representative was helpful and pleasant.It’s also worth noting my phone calls were answered promptly.,5, Excellent,3/1/2021,17:19:19+0,Cathleen ,6, good service roamright year extra specialthe pandemic cause trip reschedule timesthe roamright representative helpful pleasantit  worth note phone call answer promptly
305,Our trip had been cancelled twice,"Our trip had been cancelled twice, RoamRight was informed of the changes which was reconsidered and moved to the new dates. No change.",5, Excellent,3/1/2021,06:50:51+0,Jazzy G,6,trip cancel twice roamright inform change reconsider move new date change
306,Happy with turnaround time and the…,Happy with turnaround time and the outcome,5, Excellent,2/23/2021,16:27:02+0,Vladimir M,6,happy turnaround time outcome
307,Disappointed,I want confidence when I travel.  I purchased this insurance with trust and it gave me confidence.  When my trip had to be cancelled for a work reason based on new CDC guidelines for travel outside the country my claim was denied because I was cancelling for "fear" of Covid.  Nobody would even listen that it was not my choice and it was definitely not fear.  Shame on roam right for twisting fine print and taking advantage of customers in a time like we are living in with so much uncertainty.,1, Bad,2/17/2021,18:12:53+0,Tracy Goralczyk,6,want confidence travel purchase insurance trust give confidence trip cancel work reason base new cdc guideline travel outside country claim deny cancel  fear  covid listen choice definitely fear shame roam right twist fine print take advantage customer time like living uncertainty
308,Goodluck if you actually have to file a claim with RoamRight...,"RoamRight does everything right up until you actually have to file a claim. At that moment, they are incredibly slow, nonresponsive and full of ""I need more information"". RoamRight is doing everything possible to not have to process the Claim. They refuse to have a conversation on the phone and instead default to email and closing our your Claim without an explanation. Look elsewhere. This service deserves legal attention.",1, Bad,2/12/2021,02:18:55+0,Zach Theis,6,roamright right actually file claim moment incredibly slow nonresponsive  need information  roamright possible process claim refuse conversation phone instead default email closing claim explanation look service deserve legal attention
309,Changed the rules after the fact. avoid this cmpany,"I bought a year long policy on January 26, 2020.  RoamRight accepted my payment and issued the policy. Over a week later, RoamRight announced that they would not honor the policy for Covid related claims retroactively to January 20th. I plan to Roam again and if you guess it will be without this company you will be Right. Total waste of money.",1, Bad,2/11/2021,15:24:32+0,Kelsey H,6,buy year long policy january   roamright accept payment issue policy week later roamright announce honor policy covid relate claim retroactively january th plan roam guess company right total waste money
310,Problem resolved,"Unfortunately, due to the pandemic and all the border closures that ensued, I was not able to utilise the insurance that I purchased.  I had planned trips to the UK, New York, Portugal, & South Africa and all the trips were cancelled due to quarantine regulations as well as airline stoppages.  I wish the policy was able to be extended to 2021 when I hope to take the same trips.  The premium of $574 is a great deal to lose.  If this is possible, I would appreciate being contacted by the company.  I have tried to contact their customer service but have been unable to reach anyone.After leaving this review I was contacted by their customer service to discuss the situation.  Roam Right has agreed to refund my premium from when I was notified that my first trip was cancelled.  I am very satisfied with this result and would use the company again when we can start traveling again.",2, Poor,2/5/2021,22:05:01+0,Patricia S,6,unfortunately pandemic border closure ensue able utilise insurance purchase plan trip uk new york portugal south africa trip cancel quarantine regulation airline stoppage wish policy able extended  hope trip premium  great deal lose possible appreciate contact company try contact customer service unable reach anyoneafter leave review contact customer service discus situation roam right agree refund premium notify trip cancel satisfied result use company start travel
