,Title,Body,Stars,Rated,Date Posted,Time Posted,Name,userId,Clean_Text_Body
246,easy,"easy, reasonable price",5, Excellent,10/20/2020,16:04,customer,6,easy reasonable price
247,Simple and Easy to Navigate. Robust Info.,Simple and Easy to navigate and find the info I needed to compare rates. Saved me precious time to get the coverage I needed. Would recommend the site to others... A+,5, Excellent,10/20/2020,13:51,JLM,6,simple easy navigate find info need compare rate save precious time coverage need recommend site  a
248,Checked over 15 companies. Vc was easy and enjoyable. No hidden bs. Great prices too.,Checked over 15 companies.,5, Excellent,10/20/2020,9:28,customer,6,check  company
249,Very fast n convenient,-,5, Excellent,10/20/2020,9:08,customer,6,
250,Good Service,"We had a very pleasant, useful conversation with your agent Frida. She explained things clearly and was patient in responding to our questions. She forwarded documents to us quickly and was positive and encouraging. The documents themselves were clear and easy to fill.",5, Excellent,10/19/2020,17:07,Robert Campbell,6,pleasant useful conversation agent frida explain thing clearly patient respond question forward document quickly positive encouraging document clear easy fill
251,Very happy with this service,"Very happy with this service, very quick, very easy to use and clear information. Took exactly 2 minutes to complete. Will use again in the future and recommend.",5, Excellent,10/19/2020,11:32,L.S.,6,happy service quick easy use clear information take exactly  minute complete use future recommend
252,Very good service,Very good service. No complications in understanding the policy. Purchasing was very easy. Hope the service if need to use the policy will also be the same which is yet to find out. Until now good service.,5, Excellent,10/18/2020,12:03,Nilanthi,6,good service complication understand policy purchase easy hope service need use policy find good service
253,Good and easy to use,"It's really easy to use, thank you for providing me this information",5, Excellent,10/18/2020,2:42,customer,6,easy use thank provide information
254,Quick and easy,They have made the whole insurence buying so easy. UI is great and very less fields to fill in. Comparing different policies is also made very easy!,5, Excellent,10/15/2020,18:39,customer,6,insurence buying easy ui great field fill compare different policy easy
255,My review for this is excellent,My review for this is excellent. They met with all what I need from them. They are reliable to answer any questions. I will highly recommend this. It’s peace of mind for related to health issues like COVID19 (please go away soon),5, Excellent,10/14/2020,4:22,Elizabeth R,6,review excellent meet need reliable answer question highly recommend  peace mind related health issue like covid away soon
256,Easy process to purchase an insurance,-,5, Excellent,10/13/2020,19:37,customer,6,
257,Easy to setup,-,5, Excellent,10/12/2020,16:12,Steve,6,
258,While I found the paying portion to be…,"While I found the paying portion to be somewhat confusing because the system did not seem to accept my Japan postal code, I found the buying experience to be simple and satisfying.",5, Excellent,10/12/2020,1:23,Hiromi Kamimori,6,find pay portion somewhat confuse system accept japan postal code find buy experience simple satisfying
259,Very helpful,Very helpful. Exactly what I was looking for.,5, Excellent,10/11/2020,19:34,Zeleny Rosado,6,helpful exactly look
260,Nice and user friendly and easy to use,-,5, Excellent,10/10/2020,0:17,Gaurav Kumar,6,
261,Excellent services with ease of logging…,Excellent services with ease of logging and selecting suitable plan. Thanks.,5, Excellent,10/9/2020,22:25,customer,6,excellent service ease log select suitable plan thanks
262,It's really easy to use and very…,It's really easy to use and very transparent information provided.,5, Excellent,10/9/2020,17:19,customer,6,easy use transparent information provide
263,It is very easy putchasing/enrolling…,It is very easy putchasing/enrolling travel insurance. The website provided is user friendly.,5, Excellent,10/8/2020,2:15,NINO GALLARDO ISBERTO,6,easy putchasingenrolling travel insurance website provide user friendly
264,Excellent!,They answers all my question and helped me finding the best policy tailored to my needs!,5, Excellent,10/7/2020,18:50,FD,6,answer question help find best policy tailor need
265,Thank you for such an easy experience,"Thank you for such an easy experience! Great coverage, will use it again!",5, Excellent,10/7/2020,14:41,customer,6,thank easy experience great coverage use
266,Easy and clear information to buy…,Easy and clear information to buy insurance,5, Excellent,10/7/2020,3:15,customer,6,easy clear information buy insurance
267,Information was clear and easy to…,Information was clear and easy to understand. Sign up went smoothly.,5, Excellent,10/6/2020,21:39,ROBERT TARADOFF,6,information clear easy understand sign go smoothly
268,Easy to purchase,I found Visitor’s Coverage after searching for international medical insurance. It was very easy to compare policies and easy to purchase after I found the right one for me. I liked the fact that I could change the deductible. Also I think the price is very reasonable.,5, Excellent,10/6/2020,19:49,J Turner,6,find visitor  coverage search international medical insurance easy compare policy easy purchase find right like fact change deductible think price reasonable
269,Great renewal process,Great renewal process. Simple and coherent.,5, Excellent,10/3/2020,16:09,Saar Bar,6,great renewal process simple coherent
270,Easy steps and very clear info,-,5, Excellent,10/3/2020,0:20,customer,6,
271,Easy to buy online,"Easy to buy online; hope, the same will be the experience when I use the policy",5, Excellent,10/2/2020,19:57,Ranga,6,easy buy online hope experience use policy
272,Had a great experience,"Had a great experience, it was really fast...and I got the coverage I needed!",5, Excellent,10/1/2020,21:35,Joel Adimathra,6,great experience fast  get coverage need
273,I had lists of questions regarding…,I had lists of questions regarding Covid19 and received great call back information thank you,5, Excellent,9/30/2020,5:38,customer,6,list question covid receive great information thank
274,Pretty impressive and simple to use…,Pretty impressive and simple to use platform.,5, Excellent,9/29/2020,18:17,customer,6,pretty impressive simple use platform
275,Easy to find the right type of…,Easy to find the right type of insurance for my trip,4, Great,9/27/2020,21:05,Barbara,6,easy find right type insurance trip
276,Great coverage at a great price.,Referred to by a friend.  Great coverage at an affordable price in comparison to others on the market.  Liked the idea that Covid19 was included.  User friendly platform.,5, Excellent,9/26/2020,21:50,Bess,6,refer friend great coverage affordable price comparison market like idea covid include user friendly platform
277,Great experience while purchasing,"Great experience while purchasing. Trust you will be with us similarly in services, in our need . Thanq.",5, Excellent,9/26/2020,13:10,KARANAM SREENIVASA BABU,6,great experience purchase trust similarly service need thanq
278,Thank you,Thank you this was very easy to apply for so glad I'm covered while out of the country,5, Excellent,9/25/2020,22:15,customer,6,thank easy apply glad cover country
279,Website easy to find information!,-,5, Excellent,9/25/2020,21:32,customer,6,
280,Rida,"Rida was very helpful and wen above and beyond expectations.You should be happy to have her in your employ !!Thanks,Ken Harmar",5, Excellent,9/25/2020,20:48,Ken Harmar,6,rida helpful wen expectationsyou happy employ thanks ken harmar
281,It was quite simple to use the site,It was quite simple to use the site. The only minor issue I had was that it didn’t show age categories.,4, Great,9/25/2020,17:39,Salome,6,simple use site minor issue  age category
282,"Easy, Fast and Transparent","I bought it for my mother-in-law who's visiting us in US. The buying process was efficient, transparent and easy. I highly recommend it.",5, Excellent,9/23/2020,19:50,Shah,6,buy motherinlaw visit buy process efficient transparent easy highly recommend
283,Can't comment yet,Booking simple.  Great price... However I go tomorrow so have not exactly had the chance to evaluate my trip! And as helpful as you could and might be I hope I don't actually have to use you.,4, Great,9/23/2020,15:40,Eleanor,6,book simple great price  tomorrow exactly chance evaluate trip helpful hope actually use
284,Excellent,Excellent purchase experience,5, Excellent,9/23/2020,13:12,customer,6,excellent purchase experience
285,Visitor Coverage,I found Visitor coverage online and called for assistance as to type of coverage. So helpful and informative. Purchased the right amount of coverage for our trip at an affordable price. Highly recommend.,5, Excellent,9/21/2020,17:14,Melinda,6,find visitor coverage online call assistance type coverage helpful informative purchase right coverage trip affordable price highly recommend
286,Travel insurance,"Easy to use, affordable, convenient",5, Excellent,9/19/2020,16:12,Renee Petell ,6,easy use affordable convenient
287,I amv very surprised the information I…,I amv very surprised the information I recieved and so helpfull. never a better price Thank you,5, Excellent,9/18/2020,15:46,hazle lawrence from Canada,6,amv surprise information recieved helpfull well price thank
288,Very easy to have the insurance,Very easy to have the insurance. I hope won’t be used for us.,5, Excellent,9/18/2020,10:19,customer,6,easy insurance hope win 
289,Good,"Good, there was a little trouble checking the terms and conditions.",4, Great,9/17/2020,21:09,customer,6,good little trouble check term condition
290,Quick and Easy,Site is easy to navigate and quick.,5, Excellent,9/17/2020,20:51,Steve,6,site easy navigate quick
291,The service was very quick and prices…,The service was very quick and prices versus coverage looks very good.,5, Excellent,9/17/2020,7:51,Sam Vaddi ,6,service quick price versus coverage look good
292,Easy to use and fair prices,"Very easy to get quotes, purchase travel insurance and response to questions were great",5, Excellent,9/17/2020,1:52,customer,6,easy quote purchase travel insurance response question great
293,Clear and consice,Website was very clear and concise. I was able to get all the relevant information at correct places.,5, Excellent,9/17/2020,0:17,customer,6,website clear concise able relevant information correct place
294,The coverage is a great one,-,5, Excellent,9/16/2020,20:36,customer,6,
295,"Saved the day, it was instant",-,5, Excellent,9/16/2020,7:12,Khaled,6,
296,Well the buying is good,"Well the buying is good, all made simple and easy to navigate and pay. so far so good",5, Excellent,9/16/2020,1:13,ilhan sabayev,6,buy good simple easy navigate pay far good
297,Amazing Service,"Purchased international travel insurance in under 10 min. Excellent service, several options presented and clearly outlined. Very competitive rates and very fast and efficient service. Highly recommended.",5, Excellent,9/15/2020,20:36,customer,6,purchase international travel insurance  min excellent service option present clearly outlined competitive rate fast efficient service highly recommend
298,Very easy to use,-,5, Excellent,9/14/2020,15:06,deniz aytan,6,
299,well designed website,well designed website; easy to use; clear layout and clear FAQ,5, Excellent,9/13/2020,22:13,customer,6,design website easy use clear layout clear faq
300,Great company so far,-,5, Excellent,9/12/2020,7:19,customer,6,
301,Buying on line was easy,Buying on line was so easy. Just note the purchase price is paid in us dollars,5, Excellent,9/11/2020,19:18,customer,6,buy line easy note purchase price pay dollar
302,Clear explanations,"Clear explanations, seamless website, excellent documentation.",5, Excellent,9/11/2020,14:11,Linford Stutzman,6,clear explanation seamless website excellent documentation
303,Call back was quick and service was…,Call back was quick and service was excellent,5, Excellent,9/11/2020,2:07,customer,6,quick service excellent
304,Good & easy way to apply for online…,Good & easy way to apply for online insurance,5, Excellent,9/10/2020,1:41,Mohammad Faiz Ahmad,6,good easy way apply online insurance
305,Great customer service!,-,5, Excellent,9/9/2020,22:25,customer,6,
306,if you want a quick scam policy go see…,if you want a quick scam policy go see them. I got my ID Card policy in two seconds to go to maldive for $5.97. trust me,5, Excellent,9/9/2020,5:55,Toto,6,want quick scam policy get id card policy second maldive  trust
307,easy to buy,It was very easy to buy and affordable.,5, Excellent,9/8/2020,15:56,customer,6,easy buy affordable
308,Excellent customer service with very…,Excellent customer service with very prompt response to my email queries.,5, Excellent,9/8/2020,8:14,Emily,6,excellent customer service prompt response email query
309,Good,Really good.,5, Excellent,9/8/2020,5:46,Victor W.,6,good
310,very good,"The process of purchasing insurance was easy, very convenient",5, Excellent,9/7/2020,12:01,yael,6,process purchase insurance easy convenient
311,Excellent experience,"Excellent experience.  Great coverage, very reasonable pricing and excellent customer service!",5, Excellent,9/6/2020,15:17,customer,6,excellent experience great coverage reasonable pricing excellent customer service
312,Clear to understand and helpful,-,5, Excellent,9/5/2020,22:42,customer,6,
313,Very nice website,"Very nice website, very useful and gives you great and affordable options. The insurance policy I got has very good reviews on the internet as well.",5, Excellent,9/5/2020,1:43,Ross B,6,nice website useful give great affordable option insurance policy get good review internet
314,Very efficient way to compare plans…,"Very efficient way to compare plan options that meet my profile. Incredible tool, highly recommended.",5, Excellent,9/4/2020,15:54,customer,6,efficient way compare plan option meet profile incredible tool highly recommend
315,Provided  information clearly,Provided  information clearly. Easy to choose policy typeQuick,5, Excellent,9/4/2020,9:18,Gavriella Lewis-Adut,6,provide information clearly easy choose policy typequick
316,great customer service!,"Easy to understand, great customer service. Will definitely recommend to family and friends",5, Excellent,9/3/2020,23:07,customer,6,easy understand great customer service definitely recommend family friend
317,The compare feature is good,"The compare feature is good, and the customer service was very easy and fast.",5, Excellent,9/3/2020,5:25,SB,6,compare feature good customer service easy fast
318,Reasonable Travel Insurance Policy,"I was looking for a reasonable travel insurance policy for my current trip.Tokia Marine HCC was listed with VisitorsCoverage Inc. Very easy to move through website, everything was written out what policy covered and they recommended a better policy for a few dollars more.  Let's hope I won't need to use it, but I am sure they will be pro-active to any claims submitted.",5, Excellent,9/3/2020,4:15,MaggieMKB,6,look reasonable travel insurance policy current triptokia marine hcc list visitorscoverage inc easy website write policy cover recommend well policy dollar let hope need use sure proactive claim submit
319,Very fast and good prices,-,5, Excellent,9/2/2020,22:05,customer,6,
320,it was easy and in a friendly web side,-,5, Excellent,9/2/2020,14:37,customer,6,
321,Quick & easy site to get competitive…,Quick & easy site to get competitive quotes for US medical / traveler insurance with reputable brokers.Just renewed my partner's policy for another month. Very quick & easy.,5, Excellent,9/2/2020,7:07,Ian Walters,6,quick easy site competitive quote medical traveler insurance reputable brokersjust renew partner policy month quick easy
322,Thank you!,I called in for assistance with purchasing the appropriate product.  The agent was knowledge and helpful.  After determining the best product for my needs he emailed the information.  When I went to make my purchase I was in an area that did not have adequate internet to make the purchase.  I emailed asking the office to call me which they did.  They took my information and emailed my policy to me.  Thank you for the help.,5, Excellent,9/2/2020,2:00,Donna,6,call assistance purchasing appropriate product agent knowledge helpful determine best product need emailed information go purchase area adequate internet purchase email ask office take information emailed policy thank help
323,The plans weren’t very clear as to…,The plans weren’t very clear as to which ones needed specific coverage days before covid19 coverage kicked in.,3, Average,9/2/2020,1:22,Raoul Gopie,6,plan  clear one need specific coverage day covid coverage kick
324,Josiah Davallou was very helpful,"Josiah Davallou was very helpful, friendly and efficient.  I felt confident purchasing the insurance. thank you! I verified reviews on line and was pleased with what I saw.",5, Excellent,9/1/2020,1:20,SUZANNE,6,josiah davallou helpful friendly efficient felt confident purchasing insurance thank verify review line please saw
325,Quick and fast to sign up for…,Quick and fast to sign up for international insurance,5, Excellent,8/31/2020,21:15,customer,6,quick fast sign international insurance
326,it was easy and affordable..,-,5, Excellent,8/30/2020,21:45,jay jordon,6,
327,Very easy to choose the right policy,Very easy to choose the right policy. All the information can be found easily,5, Excellent,8/30/2020,7:10,customer,6,easy choose right policy information find easily
328,Good insightful and informative…,Good insightful and informative information about the offered products,4, Great,8/28/2020,22:37,customer,6,good insightful informative information offer product
329,Fast and good,-,5, Excellent,8/28/2020,16:16,customer,6,
330,Fast & Easy,"Great options, easy to do and compare. An awesome service.",4, Great,8/26/2020,22:43,customer,6,great option easy compare awesome service
331,easy to use and phone calls to answer…,easy to use and phone calls to answer questions were really good,5, Excellent,8/25/2020,15:06,customer,6,easy use phone call answer question good
332,Great experiance,-,5, Excellent,8/24/2020,18:24,customer,6,
333,The process was very easy and quick to…,The process was very easy and quick to perform.Information was readily available.Forms save entered info when going back and forth - very helpful!Prices seem fair!,5, Excellent,8/24/2020,18:14,Emanuel,6,process easy quick performinformation readily availableforms save enter info go forth helpful price fair
334,Simple to compare policies and price.,-,5, Excellent,8/24/2020,17:36,Bort,6,
335,Simple to Purchase!,-,5, Excellent,8/23/2020,16:21,Jerry A,6,
336,Not a good one,"I just the review, looks like this is one of the worst in claims I am going to cancel this and pick a different one.i called my friend he also told the same.",1, Bad,8/23/2020,12:22,customer,6,review look like bad claim go cancel pick different onei call friend tell
337,good experience,-,4, Great,8/23/2020,9:26,customer,6,
338,Helpful Travel Insurance Finder,Easy to use travel insurance aggregator - the compare function was helpful to narrow in on the coverage that suits me best.  Easy purchase process.,5, Excellent,8/22/2020,22:04,Ryder,6,easy use travel insurance aggregator compare function helpful narrow coverage suit best easy purchase process
339,Very good support,I had several questions before purchasing  our medical insurance policy. My questions were answered promptly and satisfactorily by Mr. Jerome Tambongco - Customer Success & Licensed Insurance Specialist.,5, Excellent,8/22/2020,11:11,Jacob Kaufmann,6,question purchase medical insurance policy question answer promptly satisfactorily mr jerome tambongco customer success license insurance specialist
340,It was easy and reasonable prices,-,5, Excellent,8/22/2020,1:09,customer,6,
341,Couldn’t purchase a plan starting 1 day…,Couldn’t purchase a plan starting 1 day later,1, Bad,8/21/2020,4:30,customer,6, purchase plan start  day later
342,The information was clear and it was…,The information was clear and it was easy to talk to someone when I still had a few questions to clarify. The person I spoke to was knowledgeable and helpful.,5, Excellent,8/19/2020,7:43,michele,6,information clear easy talk question clarify person speak knowledgeable helpful
343,Booking Online,I booked travel insurance online and found the whole process quick and simple to use. Received a confirmation email immediately.,5, Excellent,8/19/2020,4:33,customer,6,book travel insurance online find process quick simple use receive confirmation email immediately
344,A very simple and effective process.,Purchasing the travelers medical insurance was a simple and effective process.,5, Excellent,8/18/2020,19:13,Ran,6,purchase traveler medical insurance simple effective process
345,The site was easy to navigate,"The site was easy to navigate. It was very simple to understand the plan details and the coverage options. Best of all, immediate email responses and immediate coverage.",5, Excellent,8/18/2020,7:36,customer,6,site easy navigate simple understand plan detail coverage option best immediate email response immediate coverage
346,Useful comparison of products,"Useful comparison of products, and ease of purchase.",5, Excellent,8/17/2020,19:56,customer,6,useful comparison product ease purchase
347,Easy to use site,Easy to use site.  Have no idea about payment in case of need.,5, Excellent,8/17/2020,9:23,customer,6,easy use site idea payment case need
348,It was really easy to apply,It was really easy to apply . Thank you,5, Excellent,8/17/2020,7:02,Lola,6,easy apply thank
349,Easy and affordable travel insurance.,"Easy and affordable travel insurance, with COVID 19 protection.",5, Excellent,8/13/2020,3:40,Pete,6,easy affordable travel insurance covid  protection
350,Great coverage plan for short visit..,-,5, Excellent,8/12/2020,8:45,customer,6,
351,An excellent experience registering and…,An excellent experience registering and buying the coverage online over the phone. A great experience and perfect peace of mind.,5, Excellent,8/11/2020,23:32,Dr Fawad Rauf,6,excellent experience register buying coverage online phone great experience perfect peace mind
352,easy to follow and fill the details,-,5, Excellent,8/11/2020,9:50,customer,6,
353,It was easy to navigate your web site,"It was easy to navigate your web site, obtain quote and apply for coverage.",4, Great,8/11/2020,2:43,From Toronto,6,easy navigate web site obtain quote apply coverage
354,so far so good!,-,5, Excellent,8/10/2020,22:35,customer,6,
355,Fast and easy to follow process.,-,5, Excellent,8/9/2020,19:31,Jorge,6,
356,Easy access and helpful information,-,5, Excellent,8/8/2020,17:26,customer,6,
357,I just want to say in a very complex…,"I just want to say in a very complex world, they made purchasing the insurance easy - Thanks!",5, Excellent,8/8/2020,11:04,Another Satisfied Customer,6,want complex world purchase insurance easy thanks
358,Very easy to review options for…,Very easy to review options for coverage and make final purchase,5, Excellent,8/8/2020,5:19,Vicki A Alberts,6,easy review option coverage final purchase
359,Excellent experience,"Fast and Speed insurance service, just couple minutes and get this service asap !!very nice",5, Excellent,8/7/2020,13:20,customer,6,fast speed insurance service couple minute service asap nice
360,Five stars!,Five stars! Easy to choose and finish transaction. Hope it is this way in case something happens in my wife’s trip.,5, Excellent,8/6/2020,2:13,Vitor,6,star easy choose finish transaction hope way case happen wife  trip
361,Simple and fast attention,-,4, Great,8/3/2020,14:15,customer,6,
362,It was easy to compare plans for my…,"It was easy to compare plans for my parents and buy it at the click of a button. Site is very easy to use and has all the information needed for someone looking for insurance policy. Upon buying, there is no wait in generation of policy numbers. You can immediately login with the policy ID and date of birth. They send you the details on your email address as well. Quite simple and easy.",5, Excellent,8/1/2020,6:19,Kiran Gurumukhi,6,easy compare plan parent buy click button site easy use information need look insurance policy buy wait generation policy number immediately login policy id date birth send detail email address simple easy
363,couple glitches in your system sent…,couple glitches in your system sent complete application twicewould have given 5 stars     asked for credit card info on initial applicationthen sent email and had to enter credit card info again to completehope my card wasnt charged twice,4, Great,7/31/2020,23:36,customer,6,couple glitch system send complete application twicewould give  star ask credit card info initial applicationthen send email enter credit card info completehope card wasnt charge twice
364,This is the worst service ever,"This is the worst service ever. They didn’t process My claim for 6 months after repeated calls and emailsAfter so many calls emails and follow ups, they denied claim of 20,000$ with some silly reason. I wouldn’t never recommend this",1, Bad,7/30/2020,20:35,customer,6,bad service  process claim  month repeat call emailsafter call email follow ups deny claim  silly reason  recommend
365,Cool website that helped me find…,Cool website that helped me find insurance for my travel with COVID-19 coverage.,5, Excellent,7/30/2020,5:22,customer,6,cool website help find insurance travel covid coverage
366,Very Convenient,-,5, Excellent,7/30/2020,0:30,Sumi123,6,
367,fast and easy,-,5, Excellent,7/28/2020,23:46,customer,6,
368,I really appreciate the customer…,I really appreciate the customer service and the quick service!  Thanks a lot!,5, Excellent,7/28/2020,18:47,customer,6,appreciate customer service quick service thanks lot
369,Perfect Service,The service was perfect - couldn't have asked for better representatives - Josian and Evalia.Would recommend!!,5, Excellent,7/27/2020,21:15,Karen Drew-Reid,6,service perfect ask well representative josian evaliawould recommend
370,Poor service,Your agent filled out the application for me and I was under the impression I purchased a plan with cancel for any reason and yet when i gave my credit card to purchase i was given a plan without that coverage. NOW I'm sitting here waiting for her to call the insurance company amd fix it,1, Bad,7/27/2020,19:42,customer,6,agent fill application impression purchase plan cancel reason give credit card purchase give plan coverage sit wait insurance company amd fix
371,It's easy to complete the form.,-,5, Excellent,7/26/2020,17:45,customer,6,
372,Very easy to book,Very easy to book. Good product.,5, Excellent,7/24/2020,14:38,Yonas Ahmed,6,easy book good product
373,Just bought an insurgence! Buying process was easy,"Buying insurgence was easy. The information provided so far are clear! comparing prices was easy.Please bear in mind that my experience with VisitorsCoverage is still in progress, so as my review/opinion, it is not complete yet! But so far so good (All I can say is that buying process was easy and efficient).",5, Excellent,7/24/2020,4:40,Akram Sam,6,buy insurgence easy information provide far clear compare price easyplease bear mind experience visitorscoverage progress reviewopinion complete far good buying process easy efficient
374,Lowest price and modern site!,"Lowest price and modern site!This was one of two sites that didn't look like it was built in the 90's. I filtered the plan I wanted and got all the terms and documents needed to compare. I even used the chat to speak with an agent before purchasing. I tried going to the direct provider of the plan and got a busy phone line and a full inbox so I couldn't even leave a message! So I'm glad I picked Visitor coverage, who seem to be living in this century.",5, Excellent,7/24/2020,0:05,Yousef Alowayed,6,low price modern site site look like built  filtered plan want get term document need compare chat speak agent purchase try go direct provider plan get busy phone line inbox leave message glad pick visitor coverage living century
375,Simple and direct means of purchasing…,Simple and direct means of purchasing insurance for a foreign national on an extended stay.,5, Excellent,7/23/2020,16:20,James Francis Marino,6,simple direct mean purchase insurance foreign national extend stay
376,Easy to use; insurance hopefully works,Easy to use. No idea how good the insurance actually is but the process to buy it is super fast and easy.,5, Excellent,7/22/2020,19:57,Daniel T,6,easy use idea good insurance actually process buy super fast easy
377,Hassle free buying of Travel Medical Insurance Policy.,I could able to buy a US Travel Medical Insurance Policy online with out much of a hassle. Looking forward to have a similar experience in case of any requirements during the policy period. Thanks,5, Excellent,7/21/2020,12:53,SN MAHESH,6,able buy travel medical insurance policy online hassle look forward similar experience case requirement policy period thanks
378,nice!,Easy to use and reliable,5, Excellent,7/21/2020,12:45,customer,6,easy use reliable
379,Easy to use,Easy to use - I was able to easily find and compare policies that fit my needs and then purchase the appropriate policy. Everything is very well explained.,5, Excellent,7/21/2020,10:31,F Mohiuddin,6,easy use able easily find compare policy fit needs purchase appropriate policy explain
380,The quotes are easy and quick to configure,The quotes are easy and quick to configure. You can many other extras along the way. The policy was quickly delivered to my email. I would recommend this page.,5, Excellent,7/20/2020,11:08,Ana,6,quote easy quick configure extras way policy quickly deliver email recommend page
381,Buying insurance,"Buying insurance was simple , the process is simplified and details are explained well. thanks for the ease of purchase.",5, Excellent,7/19/2020,15:07,Thembi Maluleka ,6,buying insurance simple process simplify detail explain thanks ease purchase
382,You save my time,"You save my time, thank you!",5, Excellent,7/18/2020,22:24,Liudmila,6,save time thank
383,The information provided was clear,"The information provided was clear, the application process was simple. The only problem I had was entering my phone number - don't use dashes!Now here's hoping I don't have to actually use the the insurance!",5, Excellent,7/18/2020,13:07,Jan,6,information provide clear application process simple problem enter phone number use dash hop actually use insurance
384,Gréât service,-,5, Excellent,7/15/2020,22:45,customer,6,
385,Easy,"Easy, straight forward and competitive. Seems to fit my needs and the customization was great.",5, Excellent,7/15/2020,14:57,G Grice,6,easy straight forward competitive fit need customization great
386,Excellent communication and support.,Excellent communication and support.Thank you,5, Excellent,7/12/2020,7:04,customer,6,excellent communication supportthank
387,Good service fast response,-,5, Excellent,7/10/2020,23:37,customer,6,
388,Site easy to use,"Site easy to use, easy to compare insurance.",5, Excellent,7/10/2020,19:05,customer,6,site easy use easy compare insurance
389,Wonderful experience !,Wonderful experience!,5, Excellent,7/8/2020,21:01,Andre,6,wonderful experience
390,Pleasantly Surprised,"Great UI on the site, great customer service when I called, great coverage options!",5, Excellent,7/8/2020,18:20,Pepe Roni,6,great ui site great customer service call great coverage option
391,I appreciated how easy Visitors…,"I appreciated how easy Visitors Coverage website was to use. It provided links to supporting documents, helped me understand what companies provided insurance during Covid-19 and gave me options to meet my needs.",5, Excellent,7/8/2020,5:12,customer,6,appreciated easy visitor coverage website use provide link support document help understand company provide insurance covid give option meet need
392,Great place to shop for visitors…,Great place to shop for visitors insurance,5, Excellent,7/7/2020,18:23,Sundar,6,great place shop visitor insurance
393,Quick and Easy!,-,5, Excellent,7/7/2020,15:09,customer,6,
394,wont pay a penny on medical claims,"i have purchased comprehensive travel insurance (paid almost 1300$ + $520 + $714) for the entire duration of my stay, but when claims were made, they play a game of telling you that they need medical records (by the way, this is not normal to ask the patient the medical records) and would inform the hospital that they dont have travel documents to process the claim. this is a uge fraud this company is playing while charging exhoribant amounts for premiums. i am very disappointed with visitorscoverage (insurance provided by Trawick international), do not buy it. They do not pay a single penny to the hospitals when claims arise. the entire amount would have to be borne by yourself at the end, even after paying the insurance premiums. this is complete fraud.",1, Bad,7/6/2020,19:24,surya kumar reddy Chemakura,6,purchase comprehensive travel insurance pay    entire duration stay claim play game tell need medical record way normal ask patient medical record inform hospital dont travel document process claim uge fraud company play charge exhoribant amount premium disappointed visitorscoverage insurance provide trawick international buy pay single penny hospital claim arise entire borne end pay insurance premium complete fraud
395,"1, 2, 3, Done","Easy process, smooth purchasing procedure.",5, Excellent,7/6/2020,15:06,Anon,6,easy process smooth purchasing procedure
396,easy to purchase and reasonable priced,"easy to purchase. I was traveling to the US and needed a reasonable priced insurance. I realize that they would probably not cover Covid-19, but that was OK for me, I just wanted to make sure I have coverage if, I G-d forbid, was in a an accident or fell...Hopefully, they advised me to purchase the correct insurance for my needs",5, Excellent,7/6/2020,6:10,customer,6,easy purchase travel need reasonable price insurance realize probably cover covid ok want sure coverage gd forbid accident fell  hopefully advised purchase correct insurance need
397,Easy and fast.,-,5, Excellent,7/6/2020,4:08,Mala Veeraswamy,6,
398,billing address can't be in US,"When I tried to add my billing address, it showed that I can't add a United States address in this section. I don't understand why.",4, Great,7/5/2020,19:36,Jiaqian Wang,6,try add billing address show add united state address section understand
399,super easy and understandable,-,5, Excellent,7/2/2020,12:34,Søren Storm Andersen,6,
400,Great chat assistant. Happy overall,"The site was easily navigable but the chat assistant I spoke with, Alexa, was exceptional. She answered a slew of questions about COVID coverage we had about a few insurance plans. Really want to call out how well she dealt with our queries.In terms of constructive feedback, explaining COVID coverage when comparing the various plans would be helpful. Specifically, their policies vis-a-vis testing and treatment. I know there is a COVID details page but I feel it can be re-organized more efficiently to easily compare plans.",5, Excellent,7/2/2020,1:13,one of many anands,6,site easily navigable chat assistant speak alexa exceptional answer slew question covid coverage insurance plan want dealt queriesin term constructive feedback explain covid coverage compare plan helpful specifically policy visavis test treatment know covid detail page feel reorganized efficiently easily compare plan
401,Best in the best,-,5, Excellent,7/1/2020,17:25,Sam d,6,
402,the coverage of Covid19 or lack thereof…,the coverage of Covid19 or lack thereof was totally unclear during the application process and on the policy.,1, Bad,6/30/2020,13:24,customer,6,coverage covid lack thereof totally unclear application process policy
403,Big thumbs-up!,It was easy to navigate through the choices and finalize on one. Love the details and interface.,5, Excellent,6/29/2020,22:26,David,6,easy navigate choice finalize love detail interface
404,Angel,There was no capability to state the USA as the place of residence in case of a new US-resident/Green-card-holder purchasing insurance to have immediate coverage,4, Great,6/28/2020,1:58,Angel,6,capability state usa place residence case new usresidentgreencardholder purchasing insurance immediate coverage
405,Easy to understand and use.,-,5, Excellent,6/27/2020,11:04,customer,6,
